smiles,staphylococcus_aureus
C[C@@]12O[C@@H]1[C@H](O)[C@]1(O)C(=O)c3c(O)cccc3O[C@@]1(C)[C@H]2O,0
CC(C)=CCC/C(C)=C/CC/C(C)=C/CN1C(=O)c2cccc(O)c2Nc2c(O)cc(O)cc21,0
COC1=CC(=O)c2c(O)c3c(c(O)c2C1=O)O[C@@]1(CCc2cc4cc(C(=O)O)oc(=O)c4c(O)c2O1)C3,1
COc1cc2ccnc3c2c(c1O)N(C)C=C3,0
CC(C)[C@@H](C(=O)[O-])N1CC(CC[C@H]2/C(=C/OS(=O)(=O)O)CC[C@H]3[C@]2(C)CC[C@H]2C(C)(C)CCC[C@]32C)=CC1=O.[Na+],0
C[C@H]1C[C@@H](O)C=CC1=O,0
CCCCCCCCCCCCCCCCN=C(O)[C@H](O)CO[C@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1N=C(C)O,0
CCCC[C@H](O)/C=C\[C@@H]1OC(=O)C=C[C@@H]1OC(C)=O,0
Cc1cc(O)c(O)c(Oc2cc(C)cc(O)c2O)c1,1
Cc1cc(O)c2c(c1O)[C@H](O)[C@H]1C[C@@H](O)C[C@@H](O)[C@@H]1C2=O,1
CC(C)=CCC/C(C)=C/Cc1c(O)c(CC2=C(O)C(C)(C)C(O)=C(C(=O)C(C)C)C2=O)c(O)c(C(=O)C(C)C)c1O,0
Cc1c(O)cc(O)c2c1[C@H](C)[C@@H](C)CC2=O,0
C=C1/C=C\[C@@H]2[C@@]3(C)CCCC(C)(C)[C@@H]3[C@H](O)C[C@@]2(C)O[C@@H]2C=C(C)C(=O)C[C@H]12,0
CC(CO)C1=C2C/C=C(/C=O)C3C(=O)C(O)C(C)C3CC2(C)CC1,0
Cc1c(CCC[C@H](O)CO)cc(O)c(C=O)c1O,0
COc1cc(C2Oc3cc(C4Oc5cc(O)cc(O)c5C(=O)C4O)ccc3OC2CO)ccc1O,0
CO[C@@H]1OCC2=CC[C@H]3C(C)(C)[C@@H](O)CC[C@]3(C)[C@H]21,0
Oc1cccc(O)c1,0
[O-]c1cc2c3c(c1)c1cc4c(cc1c[n+]3CC2)OCO4,0
CCc1oc(=O)c(Cc2c(O)c3c(c(C(=O)[C@@H](C)CC)c2O)OC(C)(C)[C@@H](O)C3)c(O)c1C,0
COc1cccc(C=CCO)c1CO,0
CC(C)C(=O)C1=C2O[C@H](C(C)(C)O)C[C@]2(C)C(=O)[C@]2(C[C@H]3[C@@H](CC[C@@]3(C)O)[C@](C)(O)C2)C1=O,0
CC(=O)O.CC(=O)O.N=C(NCCCCCCNC(=N)NC(=N)Nc1ccc(Cl)cc1)NC(=N)Nc1ccc(Cl)cc1,1
CC(C)C[C@H](N=C(O)[C@H](C)N=C(O)[C@@H](N=C(O)[C@H](CCCCN)N=C(O)CN=C(O)[C@@H](N=C(O)[C@@H](N=C(O)[C@H](CCCCN)N=C(O)CN=C(O)[C@H](CC(C)C)N=C(O)[C@H](CO)N=C(O)[C@H](CCCCN)N=C(O)[C@H](CC(C)C)N=C(O)[C@H](CCCCN)N=C(O)[C@H](CC(=O)O)N=C(O)[C@H](CC(C)C)N=C(O)[C@H](Cc1c[nH]c2ccccc12)N=C(O)[C@H](C)N)C(C)C)C(C)C)C(C)C)C(O)=NCC(O)=N[C@H](C(O)=N[C@@H](C)C(O)=N[C@@H](CCC(=N)O)C(O)=N[C@@H](CC(=N)O)C(O)=N[C@@H](Cc1ccc(O)cc1)C(O)=N[C@@H](CC(C)C)C(O)=N[C@@H](CC(=N)O)C(=O)N1CCC[C@H]1C(O)=N[C@@H](CCC(=N)O)C(O)=N[C@@H](CCC(=N)O)C(=O)O)C(C)C,0
COc1c(Br)cc(Br)cc1Oc1c(Br)c(OC)c(Br)c(Br)c1OC,1
CC1(C)CC[C@]2(C(=O)O)[C@H](O)[C@H](O)[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,0
COC(=O)c1ccc(OC)c(OC)c1,0
C[C@@]1(CO)CCC[C@]2(C)[C@H]3C[C@@]45O[C@@H]4C(=O)[C@]4(CO)O[C@@H]4[C@]5(O)CC3=CC[C@@H]12,0
CCCCCC1=C/C(=C\c2[nH]c(-c3ccc[nH]3)cc2OC)N=C1C,1
C=C[C@]1(C)CCC2=C(C1)C(=O)C[C@H]1C(CO)=CC(=O)[C@@H](O)[C@]21C,0
C=CC(C)(C)c1[nH]c2cccc3c2c1CC1C3C(OC(C)=O)C(C)CN1C,0
CCCCCCCCCCCCCO,0
CC(C)=CC[C@H](OC(=O)/C=C/c1ccccc1)C1=CC(=O)c2c(O)ccc(O)c2C1=O,0
CC[C@@H](C)C[C@@H](C)/C=C/CC[C@@H](O)[C@H](Cc1ccc(O)cc1)N(C)C.O=CO,0
O=C(/C=C/c1ccc(O)c(O)c1)O[C@@H]1C[C@](O)(C(=O)O)C[C@@H](O)[C@H]1O,1
C/C=C/[C@@H]1OC(=O)CCC1O,0
C=C(N=C(O)[C@H](N=C(O)[C@@H](CCCCN)N=C(O)[C@@H]1CSC(C)C2N=C(O)[C@@H]([C@H](C)CC)N=C(O)C(N=C(O)[C@@H](CCC(=N)O)N=C(O)[C@@H](CC(C)C)N=C(O)[C@@H](Cc3ccccc3)N=C(O)[C@@H]3CSC(C)C(N=C(O)[C@H](N=C(O)[C@@H]4CSC(C)C(N=C(O)[C@H]5CSC[C@@H](N=C(O)[C@@H](CCCCN)N=C(O)[C@H](N)Cc6c[nH]c7ccccc67)C(O)=N[C@H](CCC(=O)O)C(O)=NC(=C)C(O)=N[C@H](C(C)C)C(O)=N5)C(=O)N5CCC[C@@H]5C(O)=NCC(O)=N4)C(C)C)C(O)=NCC(O)=N[C@@H](CC(C)C)C(O)=N[C@@H](CC(C)C)C(O)=N[C@H](CCC(=N)O)C(O)=N/C(=C\C)C(O)=N3)C(C)SC[C@@H](N=C2O)C(O)=N[C@H](CC(=N)O)C(O)=N1)[C@H](C)CC)C(O)=N[C@@H](CCCCN)C(=O)O,0
COc1cccc2nc3c(OC/C=C(\C)CCC=C(C)C)cccc3nc12,0
COC(=O)[C@]1(C)CCC[C@@]2(C)[C@H]1[C@@H](O)C[C@@](C)(O)[C@@H]2CC/C(C)=C/[C@H](O)[C@H]1OC(=O)C=C1C,0
C[C@@H]1C=CC(=O)[C@@]2(C)CC[C@@H]3[C@@H]4[C@@](C)(CC[C@@]4(C)CO)C[C@@]132,0
CCC(C)CCCCCCCCCC(O)=N[C@@H](Cc1c[nH]c2ccccc12)C(O)=N[C@H](CC(=N)O)C(O)=N[C@@H](CC(=O)O)C(O)=N[C@@H]1C(O)=NCC(O)=N[C@@H](CCCN)C(O)=N[C@@H](CC(=O)O)C(O)=N[C@H](C)C(O)=N[C@@H](CC(=O)O)C(O)=NCC(O)=N[C@H](C(=N)O)C(O)=N[C@@H](C(C)CC(=O)O)C(O)=N[C@@H](CC(=O)c2ccccc2N)C(=O)O[C@@H]1C,0
CC(C)C[C@H](N=C(O)[C@H]1OCN[C@@H](CC(=N)O)[C@@H]1O)[C@@H]1Cc2cccc(O)c2C(=O)O1,1
C/C=C/C=C/C(=O)[C@H](OC)c1cc(O)c(C)c(O)c1C,0
COc1cc(C[C@H](C)[C@@H](C)Cc2ccc(O)c(OC)c2)ccc1O,0
Cc1cc(O)c(C=O)c2c1C(=O)Oc1c(cc3c(c1C)C=CC(C)(C)O3)O2,0
CC1(C)C(=O)C(C(=O)CCc2ccccc2)=C(O)C(C)(C)C1=O,1
CC(C)C[C@H]1N=C(O)[C@H](CCC(=N)O)N(C)C(=O)[C@@H](N[C@H](CS(=O)(=O)O)C(O)=N[C@@H](CCCNC(=N)N)C(O)=N[C@H](Cc2c[nH]c3ccccc23)C(O)=N[C@H](C(O)=N[C@@H](C(=O)[C@@H]2CCCN2C(O)=N[C@@H](Cc2ccccc2)C(O)=N[C@H](C)C=O)C(C)(C)C)C(C)(C)C)[C@@H](C)OC(=O)CN(C)C(=O)[C@H]([C@@H](C)O)N=C(O)[C@H](CC(=N)O)N=C1O,0
C[C@H]1C(=O)N2c3ccccc3[C@]3(O)C[C@@H](n4cnc5ccccc5c4=O)C(=O)N1[C@H]23,0
C=CCO,0
CCC(C)CC(C)CCCCC[C@@H](O)CC(O)=N[C@@H](CCC(=O)O)C(O)=N[C@@H](CC(C)C)C(O)=N[C@@H](CC(C)C)C(O)=N[C@@H](C(O)=N[C@@H](CC(=O)O)C(O)=N[C@@H](CC(C)C)C(O)=N[C@@H](CC(C)C)C(=O)O)C(C)C,0
CCC[C@H]1C[C@H]2OC(=O)c3c(cc(OC)c(OC)c3O)[C@@H]2O1,0
CC(C)[C@H](N)C(=O)O,0
CC(C)C(C)C=CC(C)C1CCC2=C3C=CC4=CC(=O)CC[C@]4(C)C3CC[C@@]21C,0
CC(=O)O[C@@H]1OC=C2[C@@H](OC(C)=O)C[C@@H]3[C@](C)(CC[C@H]4[C@@]3(C)CC[C@H]3C(C)(C)CCC[C@@]34CO)[C@H]21,0
O=C(OC[C@H]1OC(O)[C@@](O)(COC(=O)c2cc(O)c(O)c(O)c2)[C@@H]1O)c1cc(O)c(O)c(O)c1,0
O=C1C2=[NH+][C@@H]3C[C@@]45CC([C@H](O)C=C4S3)[NH+]3CCc4c[n-]c1c4C3=C25,0
CC(C)=C1N=C(O)C(C(=N)CC(O)CC(C)O)=C1O,0
CC(=O)O[C@@H]1[C@@H](O)C(C)=CC[C@]12[C@H]1[C@H](C)COC(=O)[C@H]1O[C@@]2(C)O,0
CC(=O)O[C@H]1[C@H](Oc2ccc(O)cc2[C@@H]2CC(=O)c3c(O)cc(O)cc3O2)O[C@@H](C)[C@H](O)[C@H]1O[C@@H]1O[C@H](CO)[C@@H](O)[C@H](O)[C@H]1O,0
C[C@H](CO)C[C@@]1(C)OC(CC2(O)CC(=O)N=C(O)C2)=CC1=O,1
CC1(C)[C@@H]2CC[C@@]1(C)[C@@H](O)C2,0
CC(C)=CCOc1ccc(C(=O)/C=C/c2ccc(O)cc2)c(O)c1,0
CCCCC(Cl)CCCC[C@H](C)[C@@H](O)c1cc(O)c([C@@H](CCCC)CCCC[C@H](C)[C@@H](OC(C)=O)c2cc(O)cc(O)c2)c(O)c1,0
CC(C)C[C@H](N=C(O)[C@H](C)N=C(O)[C@H](Cc1ccc(O)cc1)N=C(O)[C@H](CC(C)C)N=C(O)[C@H](CCCNC(=N)N)N=C(O)[C@H](C)N=C(O)[C@H](CC(C)C)N=C(O)[C@H](CO)N=C(O)[C@H](C)N=C(O)[C@H](CC(C)C)N=C(O)[C@H](CC(=O)O)N=C(O)[C@H](CCCNC(=N)N)N=C(O)[C@H](CCCNC(=N)N)N=C(O)[C@H](CCCNC(=N)N)N=C(O)[C@H](CCC(=O)O)N=C(O)[C@H](CCC(=O)O)N=C(O)[C@H](CO)N=C(O)[C@@H](N=C(O)[C@H](CCC(=N)O)N=C(O)[C@H](Cc1ccc(O)cc1)N=C(O)[C@@H](N)Cc1ccc(O)cc1)C(C)C)C(O)=N[C@@H](C)C(O)=N[C@@H](CCCNC(=N)N)C(=N)O,0
Cc1cc(=O)c2c(o1)C[C@@H](O)C[C@H]2O,0
COC(=O)C[C@H]1[C@@]2(C)C[C@]3(O)O[C@@]4(CC(=O)[C@H]2O)[C@H]2CC(=O)O[C@@H](c5ccoc5)[C@]2(C)CC[C@@H]4[C@]13C,0
COc1cc(C)c(-c2cc(O)c(Cl)c3c2C(=O)[C@@]2(O)C(=O)c4c(O)cc(O)cc4C(C)(C)[C@H]2C3)c(O)c1,0
COC1=C(Br)[C@@H](O)[C@]2(C=C1Br)CC(C(=O)NCCc1cc(Br)c(O)c(Br)c1)=NO2,0
C=C[C@H]1C=C(C)[C@@H]2[C@H]3[C@H](Oc4ccc(cc4)C[C@@]4(O)C=C(C(=O)[C@H]13)C(O)=N4)[C@@H]1[C@@H](C)C[C@@H](C)C[C@]12C,0
Cc1cc(O)c2c(c1)C(=O)c1cc(O)cc(O)c1C2=O,0
CC[C@H](C)[C@H](N=C(O)[C@H](CCCCN)N=C(O)CN=C(O)[C@@H](N=C(O)[C@H](C)N=C(O)[C@H](Cc1cnc[nH]1)N=C(O)[C@H](C)N=C(O)[C@@H](N=C(O)[C@H](CC(C)C)N=C(O)[C@H](CCC(=N)O)N=C(O)[C@H](CCCCN)N=C(O)CN=C(O)[C@H](C)N=C(O)[C@H](CC(=O)O)N=C(O)[C@H](CCCCN)N=C(O)[C@@H](N=C(O)[C@@H](N=C(O)[C@H](CC(=O)O)N=C(O)[C@H](Cc1ccccc1)N=C(O)[C@@H](N=C(O)CN)C(C)C)[C@@H](C)CC)[C@@H](C)CC)C(C)C)[C@@H](C)O)C(O)=N[C@@H](C)C(O)=N[C@@H](CCC(=O)O)C(O)=N[C@@H](CCCCN)C(O)=N[C@H](C(=N)O)C(C)C,0
C/C=C/C[C@H](C)C[C@@]1(C)Oc2c(-c3ccc(O)cc3)cnc(O)c2[C@@H]1O,0
CC1=C[C@@](C)(CO)O/C1=C\C(=O)CC1CC(=O)N=C(O)C1,1
C/C(=C/CCC(C)CO)c1ccc(C(=O)O)cc1O,0
Brc1ccc2c(C(C3=NC[C@H](c4c[nH]c5cc(Br)ccc45)N3)c3c[nH]c4cc(Br)ccc34)c[nH]c2c1,1
O=C(/C=C/C[C@@H]1CC=CC(=O)O1)CCc1ccccc1,0
Oc1cc(Cl)ccc1Oc1ccc(Cl)cc1Cl,1
COc1cc(O)c2c(=O)c3c(OC)cc(OC)cc3oc2c1,0
C=C/C(C)=C/[C@@]1(C)SC(=O)C=C1OCC(O)=NCCN=C(O)OC(C)(C)C,0
Cc1cc(O)c2c(c1)C(=O)c1c(c(O)cc(O)c1-c1c(O)cc(O)c3c1C(=O)c1cc(C)cc(O)c1C3=O)C2=O,1
CC(C)[C@@H](C)/C=C/[C@@H](C)[C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@]23C=C[C@]2(C[C@@H](O)CC[C@]12C)OO3,0
COC(=O)C1=C(c2cc(Br)c(O)c(Br)c2)C(=O)[C@](OC)(c2ccc(O)c(Br)c2)O[C@]1(OC)c1cc(Br)c(O)c(Br)c1,0
COc1ccc(C/C(=N/O)C(O)=NCCc2ccc(O)c(Br)c2)cc1Br,0
C/C(=C\CC[C@@](C)(Cl)[C@H](O)Cc1c[nH]c([N+](=O)[O-])c1)CC[C@@H](O)C(C)(C)O,0
CCC(C)C(O)=Nc1c2sscc-2n(C)c1=O,0
COc1cc(C)c(-c2cc(OC)c(Cl)c3c2C(=O)[C@@]2(O)C(=O)c4c(O)cc(O)c(Cl)c4C(C)(C)[C@H]2C3)c(OC)c1,1
C1=COCCC1,0
COC(=O)C[C@H](C(=O)O)[C@@H](OC/C=C(\C)CC/C=C(\C)CC/C=C(\C)CCC=C(C)C)C(=O)O,0
CC1(C)CCC[C@]2(C)[C@H]3CC/C(=C\OS(=O)(=O)O)[C@H](CCC4=CC(=O)N(CCS(=O)(=O)[O-])C4)[C@@]3(C)CC[C@@H]12.[Na+],0
COC[C@@H]1N=C(O)[C@@H]2C[C@@H](Cl)CNN2C(=O)[C@H](C(C)(C)C)OC(=O)[C@@H](C2(C)CC2)N=C(O)[C@@H]2C[C@@]3(O)c4ccc(Cl)c(Cl)c4N[C@H]3N2C(=O)[C@@H]([C@H](O)CC(=O)O)N=C1O,0
COc1cc(OC)cc([C@@H]2[C@@H](c3ccc(O)cc3)c3c(OC)cc(OC)cc3[C@H]2[C@@H](O)c2ccc(O)cc2)c1,0
CO[C@H](C(=O)O)[C@H](NC(=O)c1ccc(N=C(O)c2ccc([N+](=O)[O-])cc2)cc1)C(=O)Nc1ccc(C(=O)Nc2ccc(C(O)=Nc3ccc(C(=O)O)cc3OC(C)C)c(O)c2OC(C)C)cc1,1
CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(C(=O)O)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,0
C/C=C/C1=CC2=C(CO1)C(=O)[C@](C)(OC(=O)c1c(C)cc(O)c(O)c1OC)[C@H](O)C2,0
CC1=C(O)/C(=C/[C@H](C)CC/C=C(/C)CC/C=C(/C)CCCC2=CC(O)OC2=O)OC1=O,0
COC1=CC(=O)c2cc3c(c(O)c2C1=O)C[C@](C)(O)[C@H](O)[C@H]3O,0
CC(C)c1cc2c(c(O)c1O)[C@@]1(C)CCCC(C)(C)C1=CC2=O,1
Cc1cc(O)c(C)c(OC(=O)c2c(C)c(C)c(OC(=O)c3c(C)cc(O)cc3O)c(C)c2O)c1C,0
CS[C@@]12C[C@@H]3C(=O)CC[C@H](O)[C@@H]3N1C(=O)[C@]1(SC)C[C@H]3C(=O)C=C[C@@H](O)[C@@H]3N1C2=O,0
CN=c1[nH]cnc(N)c1N(C=O)C/C=C(\C)CC[C@@]1(C)[C@H](C)CC[C@@]2(C)C(C)=CCC[C@H]12,1
C=C(C(CC1OC1(C)C)OC(=O)/C(C)=C\C)[C@H]1C[C@H]2O[C@@]2(C)[C@H](OC(=O)/C(C)=C\C)[C@@H]1O,0
C=C1CC[C@H]2C(C)(C)C(=O)CC[C@]2(C)[C@H]1CCC1=C(C)[C@H](O)C[C@@H](C(=C)C)[C@]1(C)CCC(=O)OC,1
CC1(C)S[C@@H]2[C@H](N=C(O)[C@H](N)c3ccc(O)cc3)C(=O)N2[C@H]1C(=O)O,1
COc1ccc(/C=C\c2cc(O)cc(O)c2)cc1,1
CCCCCCCCC[C@@H]1CC(O)=C(C(=O)CCCCC)C(=O)O1,1
C/C(=C\C(=O)O)CC[C@@]1(C)[C@H](C)CC[C@@]2(C)C(CO)=CCC[C@H]12,0
C/C=C(\C)[C@H]1[C@@H](/C=C/C=C(\C)[C@@H](O)[C@@H](C)CO)[C@@H]2C[C@@H](Cl)[C@](C)(O)C[C@H]2[C@@H]2O[C@@]21C,0
Cc1cc(=O)n(C)c2c1C(=O)c1c(C)cc(=O)n3c1[C@@]2(O)C[C@]3(C)O,1
C=C[C@](C)(O)CC[C@@H]1[C@@]2(C)CCCC(C)(C)[C@@H]2CC[C@@]1(C)O,0
O=C(c1ccc(O)cc1)c1nccc2c1[nH]c1ccccc12,0
CC(C)=CCC/C(C)=C/CC/C(C)=C/CCC1(C)C=Cc2c(ccc(O)c2O)O1,0
CC(C)=CCc1cc(C=O)ccc1O,0
C=C1CC[C@H]2C(C)(C)[C@@H](O)CC[C@]2(C)[C@H]1CC[C@H]1C(C)=CC[C@@H](C(C)(C)O)[C@]1(C)CCC(=O)OC,1
COc1cc2ccc(=O)oc2cc1OC,0
C[C@H](CO)C[C@@]1(C)OC(CC2CC(=O)N=C(O)C2)=CC1=O,1
CO[C@H]1[C@@H]2C(=O)c3c(O)c(CC=C(C)C)c4c(c3O[C@]23[C@@H]2C[C@@]1(OC)C(=O)[C@@]3(C/C=C(\C)C=O)OC2(C)C)C(C)(C)[C@@H](C)O4,0
C=C(C(C)C)[C@H](O)C[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4[C@H](C)[C@@H](O[C@@H]5O[C@@H](C)[C@H](O)[C@@H](O)[C@H]5O)CC[C@]4(O)CC3=CC[C@]12C,0
COc1c(O)c2c(c(C)c1C(=O)CC(C)C)Oc1c(C=O)c(O)cc(C)c1C(=O)O2,0
COc1ccc(-c2cc(=O)c3c(OC)c(OC)c(OC)cc3o2)cc1OC,0
COC(=O)c1c(C)c(Br)c(Oc2c(Br)c(C)c(Br)c(O)c2Br)c(Br)c1O,0
C=CC(C)(C)c1[nH]c2ccccc2c1/C=C1\N=C(O)[C@H](CO)N=C1O,1
CC(C)=CCC[C@@]1(C)[C@H](CC=C(C)C)C[C@@H]2C(=O)C(C(=O)C(C)C)=C(O)[C@H]1C2=O,1
CCCCC[C@H]1CCCCCCCCCC(=O)O[C@H]2[C@H](O[C@H]3[C@H](O1)O[C@H](C)[C@H](O)[C@@H]3O)O[C@@H](C)[C@H](O[C@@H]1O[C@@H](C)[C@H](O[C@@H]3O[C@@H](C)[C@H](OC(=O)C(C)C)[C@@H](O)[C@H]3O)[C@@H](O[C@@H]3O[C@@H](C)[C@H](O)[C@@H](O)[C@H]3O)[C@H]1OC(=O)[C@@H](C)CC)[C@H]2O,0
CCC(O)CCC=CC1=C(CO)[C@@H]2OC(C)(C)[C@@H](O)C[C@@]23O[C@H]3[C@@H]1O,0
C[C@@H]1CC[C@]2(C)[C@H](CC[C@@H](O)[C@]2(C)O)[C@@]1(C)CCc1ccoc1,0
Cc1cc(O)c2c(c1)[C@@H]1OC(=O)[C@H]([C@H](C)O)N1C1=C2C(=O)c2cccc(O[C@H]3C[C@@H](O)[C@@H](O)[C@H](C)O3)c2C1=O,1
CO[C@@H]1[C@@H](OC(=N)O)[C@@H](O)[C@H](Oc2ccc3c(O)c(N=C(O)c4cc(O)c(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C,1
CO/N=C(\C(O)=N[C@@H]1C(=O)N2C(C(=O)[O-])=C(C[N+]3(C)CCCC3)CS[C@H]12)c1csc(=N)[nH]1,1
CC(=O)O[C@@H]1/C=C/[C@](C)(O)C[C@@H](C)C/C=C/[C@H]2C=C(C)[C@@H](C)[C@H]3[C@H]([C@@H](O)c4ccccc4)N=C(O)[C@]321,0
CC(C)=CC[C@H](OC(=O)/C=C/c1ccc2c(c1)OCO2)C1=CC(=O)c2c(O)ccc(O)c2C1=O,0
C[C@@H]1CC(=O)[C@H](OC(=O)c2ccoc2)[C@@]2(C)[C@@H](OC(=O)c3ccoc3)C[C@@H]3C[C@]12OC3(C)C,0
CC[C@@H](C)[C@@H]1N=C(O)C2CSSCC(N=C(O)[C@H](CC(C)C)N=C(O)[C@H](C(C)C)N=C1O)C(O)=N2,0
Oc1ccccc1,0
CCCC[C@@H](/C=C\[C@@H]1OC(=O)C=C[C@@H]1O)OC(C)=O,0
COc1cc(OC)c2c(c1O)C(=O)C1=C(C2=O)[C@H](OC)O[C@@H](C)C1,1
C/C(=C/CC[C@@H](C)CC(=O)O)CC/C=C(/C)CCCc1ccoc1,0
C=C[C@H](O)C#CC#CC/C=C\CCCCCCC,1
COC(=O)c1cc(O)cc2oc3cc(CO)cc(O)c3c(=O)c12,0
COc1cccc2cccc(OC)c12,0
CC[C@H](C)[C@H]1C(=O)O[C@H](C(C)C)C(=O)N(C)[C@@H]([C@@H](C)CC)C(=O)O[C@H](C(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)O[C@H](C(C)C)C(=O)N1C,1
O=C(c1cc(Br)c(O)c(Br)c1)c1nccc2c1[nH]c1ccccc12,1
Cc1cc(O)c(C)c(OC(=O)c2c(C)cc(OC(=O)c3c(C)cc(O)cc3O)c(C)c2O)c1,0
CN[C@@H](CC(C)C)C(O)=NCCc1c(Br)[nH]c2cc(Br)c(Br)cc12,1
COC(=O)c1ccc(O)c(OC)c1,0
CC(C)(O)[C@@H](O)[C@H]1O[C@H]2[C@H]3O[C@@]34[C@H](CC[C@@]3(C)[C@@]4(O)CC[C@H]4Cc5c([nH]c6ccccc56)[C@@]43C)O[C@@H]2C(C)(C)O1,0
CC1(C)C=Cc2cc(C(=O)/C=C/c3ccc(O)cc3)c(O)cc2O1,0
CC1C(=O)[C@@H](O)[C@@]23C[C@H]1O[C@]2(O)O[C@@H]1C(=O)OC[C@@H](C)[C@@H]13,0
CCCCCCCC[C@]1(OC)O[C@@H](OC)c2c(O)cccc21,0
CO[C@@H]1/C(C=O)=C\CC(C)(C)C(=O)[C@@H](OC(C)=O)C/C(C)=C/[C@H]1OC,0
C[C@]1(CO)CCC[C@]2(C)[C@H]3C[C@@H](O)[C@]4(C)C5=C(CC[C@H]4[C@]3(C)CC[C@@H]12)COC5=O,0
C=C(C(C)C)[C@H](O)C[C@@H](C)[C@H]1CC[C@@]2(C)[C@@H]3CC[C@H]4[C@H](C)[C@@H](O[C@@H]5OC[C@H](O)[C@H](O)[C@H]5O)CC[C@]4(O)CC3=CC[C@]12C,0
C[C@H](O)CCC[C@@H]1Cc2cccc(O)c2C(=O)O1,0
COc1cc2oc3cc(O)c4c(c3c(=O)c2c(O)c1CC=C(C)C)CCC(C)(C)O4,0
C[C@@H]1C=CC(=O)[C@@]2(C)CC[C@@H]3[C@H]4[C@@](C)(CO)CC[C@@]4(C)C[C@@]132,0
CC(C)=CCc1cccc2[nH]cc(C[C@@H]3N=C(O)[C@H](Cc4c[nH]c5ccccc45)N=C(O)[C@@H]4CCCN4C(=O)[C@@H](CS(=O)(=O)O)N=C(O)[C@@H](N=C(O)[C@@H](N=C(O)[C@H](C)N=C(O)CC(=O)O)C(C)C)COC(=O)[C@H](CO)N=C(O)[C@@H](CC(C)C)N=C(O)[C@@H](C(C)C)N=C3O)c12,1
C=C(C)C#CC1=C[C@@H]2O[C@@H](C(C)(C)O)C[C@]2(O)[C@H](O)[C@@H]1O,0
CC1=CC2C(OC3OC(C)C(O)C(O)C3O)CCCC2C2C(=O)OC(=O)/C(C)=C3/CC(O)C/C3=C/2C1/C=C/C=C/C=C(\C)CC(C)CC(O)C(C)C(=O)O,1
CC(=O)Oc1cc(C)cc(Oc2cc(C)cc(OC(C)=O)c2)c1,0
O=C(CCc1ccc(O)cc1)c1ccc(O)cc1O,0
CO[C@@H]1O[C@H](OC)[C@](O)(CC[C@H]2/C(=C/OS(=O)(=O)[O-])CC[C@H]3[C@]2(C)CC[C@H]2C(C)(C)CCC[C@]32C)[C@H]1O.[Na+],0
CC(=O)O[C@H](C[C@@]1(C)[C@@H]2CCCC(C)(C)C2=CC[C@@H]1C)[C@@]1(O)COC(=O)[C@@H]1O,0
CC1=CC(=O)[C@](O)(CC[C@@H](C)C(=O)O)[C@H](O)[C@@H]1O,1
CCCCc1c(O)cc(CCC)cc1O,1
C[C@@H]1N=C(O)[C@@H](Cc2c[nH]c3ccccc23)n2c1nc1ccccc1c2=O,0
CC1(C)CCC[C@]2(C)[C@@H](CC[C@](C)(O)[C@H]3CO3)[C@](C)(O)CC[C@@H]12,0
Cc1c(O)cc(CCCCC(C)C)oc1=O,1
Oc1c(Br)cc(C(O)c2nccc3c2[nH]c2ccccc23)cc1Br,0
Oc1cc(Br)cc(Br)c1Oc1ccc(Br)cc1Br,1
COC(=O)/C=C/[C@]1(O)C=CC(=O)C1,0
COC(=O)C1=C(c2ccsc2C)O[C@](C)(/C=C/C=C/[C@@H](C)O)C1=O,1
COc1cc(O)cc(C)c1C(=O)O[C@H]1[C@@H](O)[C@H](n2ccc(O)nc2=O)O[C@@H]1CO,0
C/C=C/C=C/c1c(C)c(=O)c(C)cn1CCO,0
CC[C@@H](/C=C/[C@@H](C)[C@H]1CC[C@@H]2[C@]1(C)CC[C@H]1[C@]23C=C[C@]2(C[C@@H](O)CC[C@]12C)OO3)C(C)C,0
COc1cc(OC(C)=O)c2c(c1OC(C)=O)C(=O)c1cc(C)c(O)cc1C2=O,0
COC(=O)c1[nH]cc(-c2c[nH]c3cc(Cl)c(Cl)cc23)c1-c1c[nH]c2ccc(Cl)cc12,0
CC[C@@H]1[C@@H](C)O[C@@](O)([C@@H](C)[C@H](O)[C@H](C)[C@H]2OC(=O)/C(C)=C/C=C/[C@H](C)[C@@H]([C@@H](C)[C@@H](O)[C@H](C)[C@@]3(O)C[C@@H](O[C@H]4C[C@H](O)[C@H](O)[C@H](C)O4)[C@H](CC)[C@@H](C)O3)OC(=O)/C(C)=C/C=C/[C@@H]2C)C[C@H]1O[C@H]1C[C@H](O)[C@H](O)[C@H](C)O1,1
